"";"Order";"PID";"MS.SubClass";"MS.Zoning";"Lot.Frontage";"Lot.Area";"Street";"Alley";"Lot.Shape";"Land.Contour";"Utilities";"Lot.Config";"Land.Slope";"Neighborhood";"Condition.1";"Condition.2";"Bldg.Type";"House.Style";"Overall.Qual";"Overall.Cond";"Year.Built";"Year.Remod.Add";"Roof.Style";"Roof.Matl";"Exterior.1st";"Exterior.2nd";"Mas.Vnr.Type";"Mas.Vnr.Area";"Exter.Qual";"Exter.Cond";"Foundation";"Bsmt.Qual";"Bsmt.Cond";"Bsmt.Exposure";"BsmtFin.Type.1";"BsmtFin.SF.1";"BsmtFin.Type.2";"BsmtFin.SF.2";"Bsmt.Unf.SF";"Total.Bsmt.SF";"Heating";"Heating.QC";"Central.Air";"Electrical";"X1st.Flr.SF";"X2nd.Flr.SF";"Low.Qual.Fin.SF";"Gr.Liv.Area";"Bsmt.Full.Bath";"Bsmt.Half.Bath";"Full.Bath";"Half.Bath";"Bedroom.AbvGr";"Kitchen.AbvGr";"Kitchen.Qual";"TotRms.AbvGrd";"Functional";"Fireplaces";"Fireplace.Qu";"Garage.Type";"Garage.Yr.Blt";"Garage.Finish";"Garage.Cars";"Garage.Area";"Garage.Qual";"Garage.Cond";"Paved.Drive";"Wood.Deck.SF";"Open.Porch.SF";"Enclosed.Porch";"X3Ssn.Porch";"Screen.Porch";"Pool.Area";"Pool.QC";"Fence";"Misc.Feature";"Misc.Val";"Mo.Sold";"Yr.Sold";"Sale.Type";"Sale.Condition";"SalePrice"
"518";518;528458020;20;"FV";90;7993;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Somerst";"Norm";"Norm";"1Fam";"1Story";7;5;2008;2009;"Gable";"CompShg";"VinylSd";"VinylSd";NA;NA;"Gd";"TA";"PConc";"Ex";"TA";"No";"Unf";0;"Unf";0;1436;1436;"GasA";"Ex";"Y";"SBrkr";1436;0;0;1436;0;0;2;0;3;1;"Gd";6;"Typ";0;"NA";"Attchd";2008;"Fin";2;529;"TA";"TA";"Y";0;121;0;0;0;0;"NA";"NA";"NA";0;10;2009;"New";"Partial";225000
"1313";1313;902304060;190;"RM";60;9600;"Pave";"Grvl";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"OldTown";"Norm";"Norm";"2fmCon";"2Story";5;5;1920;1960;"Gable";"CompShg";"AsbShng";"AsbShng";"None";0;"TA";"TA";"BrkTil";"TA";"TA";"No";"Rec";234;"Unf";0;739;973;"GasA";"TA";"Y";"FuseP";1377;973;0;2350;0;0;2;0;4;2;"TA";10;"Typ";0;"NA";"2Types";1930;"Unf";2;393;"TA";"TA";"Y";0;0;219;0;0;0;"NA";"NA";"NA";0;4;2008;"WD ";"Normal";130000
"2899";2899;916460070;20;"RL";NA;8098;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Timber";"Norm";"Norm";"1Fam";"1Story";6;5;2000;2000;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"Wood";"Gd";"TA";"Av";"GLQ";1136;"BLQ";116;129;1381;"GasA";"Ex";"Y";"SBrkr";1403;0;0;1403;1;0;2;0;2;1;"Gd";5;"Typ";0;"NA";"Attchd";2000;"Unf";2;470;"TA";"TA";"Y";0;173;0;0;0;0;"NA";"NA";"NA";0;10;2006;"WD ";"Normal";202000
"2525";2525;534126060;80;"RL";102;10192;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"NWAmes";"Norm";"Norm";"1Fam";"SLvl";7;6;1968;1992;"Gable";"CompShg";"MetalSd";"MetalSd";"BrkFace";143;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;570;570;"GasA";"Gd";"Y";"SBrkr";1222;698;0;1920;0;0;3;0;4;1;"Gd";8;"Typ";1;"TA";"Attchd";1968;"RFn";2;487;"TA";"TA";"Y";0;98;0;0;0;0;"NA";"GdPrv";"NA";0;9;2006;"WD ";"Normal";170000
"1291";1291;902107030;75;"RM";60;6000;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"OldTown";"Norm";"Norm";"1Fam";"2.5Unf";6;7;1915;2005;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"Gd";"TA";"BrkTil";"TA";"TA";"No";"Unf";0;"Unf";0;728;728;"GasA";"Gd";"Y";"SBrkr";728;728;0;1456;0;0;1;1;4;1;"Gd";7;"Typ";0;"NA";"Detchd";1915;"Unf";1;308;"Fa";"Fa";"N";0;0;248;0;0;0;"NA";"NA";"NA";0;6;2008;"WD ";"Normal";139500
"2345";2345;527325160;60;"RL";NA;16659;"Pave";"NA";"IR1";"Lvl";"AllPub";"Corner";"Gtl";"NWAmes";"PosA";"Norm";"1Fam";"2Story";7;7;1977;1994;"Gable";"CompShg";"Plywood";"Plywood";"BrkFace";34;"TA";"TA";"CBlock";"TA";"TA";"No";"ALQ";795;"Unf";0;0;795;"GasA";"Fa";"Y";"SBrkr";1468;795;0;2263;1;0;2;1;3;1;"Gd";9;"Typ";1;"TA";"Attchd";1977;"Fin";2;539;"TA";"TA";"Y";0;250;0;0;0;0;"NA";"NA";"NA";0;3;2006;"WD ";"Normal";235000
"2654";2654;902206020;30;"RM";52;7830;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"OldTown";"Norm";"Norm";"1Fam";"1Story";3;5;1921;1950;"Gable";"CompShg";"AsbShng";"AsbShng";"None";0;"TA";"TA";"BrkTil";"Fa";"TA";"No";"LwQ";416;"Unf";0;76;492;"GasA";"TA";"Y";"SBrkr";492;0;0;492;1;0;1;0;1;1;"TA";3;"Typ";0;"NA";"Detchd";1921;"Unf";1;200;"Fa";"TA";"N";0;0;78;0;0;0;"NA";"NA";"NA";0;6;2006;"WD ";"Normal";61500
"1193";1193;534201240;60;"RL";73;8814;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Feedr";"Norm";"1Fam";"2Story";5;6;1968;1968;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"LwQ";732;"Unf";0;0;732;"GasA";"Ex";"Y";"SBrkr";732;732;0;1464;0;0;1;1;4;1;"TA";7;"Typ";0;"NA";"Attchd";1968;"Unf";2;470;"TA";"TA";"Y";0;40;0;0;0;0;"NA";"NA";"NA";0;6;2008;"WD ";"Normal";141000
"1076";1076;528186160;120;"RL";48;6240;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NridgHt";"Norm";"Norm";"TwnhsE";"1Story";8;5;2006;2007;"Hip";"CompShg";"MetalSd";"MetalSd";"BrkFace";176;"Gd";"TA";"PConc";"Gd";"TA";"No";"GLQ";846;"Unf";0;496;1342;"GasA";"Ex";"Y";"SBrkr";1342;0;0;1342;1;0;2;0;2;1;"Gd";6;"Typ";1;"Gd";"Attchd";2007;"Fin";2;550;"TA";"TA";"Y";0;35;0;0;0;0;"NA";"NA";"NA";0;6;2008;"WD ";"Normal";234250
"526";526;528480040;60;"FV";85;10574;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Somerst";"Norm";"Norm";"1Fam";"2Story";8;5;2005;2006;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"Mn";"Unf";0;"Unf";0;1082;1082;"GasA";"Ex";"Y";"SBrkr";1082;871;0;1953;0;0;2;1;3;1;"Gd";9;"Typ";1;"Gd";"Attchd";2005;"RFn";3;1043;"TA";"TA";"Y";160;50;0;0;0;0;"NA";"NA";"NA";0;5;2009;"WD ";"Normal";252000
"2616";2616;535425040;20;"RL";80;10800;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"PosA";"Norm";"1Fam";"1Story";6;6;1961;1992;"Gable";"CompShg";"HdBoard";"HdBoard";"BrkFace";104;"TA";"TA";"CBlock";"TA";"TA";"No";"Rec";913;"Unf";0;400;1313;"GasA";"TA";"Y";"SBrkr";1773;0;0;1773;1;0;2;0;3;1;"TA";6;"Min2";2;"TA";"Attchd";1961;"RFn";2;418;"TA";"TA";"Y";355;98;0;0;144;0;"NA";"NA";"NA";0;8;2006;"WD ";"Normal";183000
"2405";2405;528180080;120;"RL";48;5911;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NridgHt";"Norm";"Norm";"TwnhsE";"1Story";9;5;2005;2005;"Hip";"CompShg";"MetalSd";"MetalSd";"BrkFace";278;"Ex";"TA";"PConc";"Ex";"TA";"No";"GLQ";472;"Unf";0;1088;1560;"GasA";"Ex";"Y";"SBrkr";1565;0;0;1565;1;0;2;0;2;1;"Ex";6;"Typ";1;"Gd";"Attchd";2005;"RFn";2;556;"TA";"TA";"Y";196;56;0;0;0;0;"NA";"NA";"NA";0;3;2006;"WD ";"Normal";282500
"2862";2862;909279040;30;"RL";80;11600;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Crawfor";"Norm";"Norm";"1Fam";"1Story";4;5;1922;1950;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"BrkTil";"Fa";"TA";"No";"Unf";0;"Unf";0;700;700;"GasA";"Ex";"Y";"SBrkr";1180;0;0;1180;0;0;1;0;2;1;"Fa";5;"Typ";1;"Gd";"Detchd";1922;"Unf";1;252;"TA";"Fa";"Y";0;0;67;0;0;0;"NA";"NA";"NA";0;7;2006;"WD ";"Normal";137500
"370";370;527276160;60;"RL";85;11900;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"2Story";5;6;1977;1977;"Gable";"CompShg";"HdBoard";"Wd Sdng";"BrkFace";157;"TA";"TA";"PConc";"Gd";"TA";"No";"ALQ";400;"Unf";0;722;1122;"GasA";"Ex";"Y";"SBrkr";946;988;0;1934;1;0;2;1;3;1;"TA";6;"Typ";1;"TA";"Attchd";1977;"Unf";2;567;"TA";"TA";"P";0;176;0;0;200;0;"NA";"NA";"NA";0;7;2009;"WD ";"Normal";185000
"1932";1932;535301160;90;"RL";70;8078;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Norm";"Norm";"Duplex";"1Story";5;5;1958;1958;"Hip";"CompShg";"Wd Sdng";"Wd Sdng";"Stone";260;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;1560;1560;"GasA";"TA";"Y";"SBrkr";1560;0;0;1560;0;0;2;0;4;2;"TA";8;"Typ";0;"NA";"Detchd";1958;"Unf";2;484;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;12;2007;"WD ";"Normal";128600
"2163";2163;907414060;20;"RL";63;8500;"Pave";"NA";"Reg";"Lvl";"AllPub";"FR2";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"1Story";7;5;2004;2004;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";106;"Gd";"TA";"PConc";"Gd";"TA";"Av";"Unf";0;"Unf";0;1422;1422;"GasA";"Ex";"Y";"SBrkr";1422;0;0;1422;0;0;2;0;3;1;"Gd";7;"Typ";0;"NA";"Attchd";2004;"RFn";2;626;"TA";"TA";"Y";192;60;0;0;0;0;"NA";"NA";"NA";0;11;2007;"WD ";"Normal";179600
"1583";1583;916403230;80;"RL";85;10200;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Timber";"Norm";"Norm";"1Fam";"SLvl";6;5;1988;1989;"Gable";"CompShg";"HdBoard";"HdBoard";"BrkFace";219;"Gd";"TA";"CBlock";"Gd";"TA";"Av";"GLQ";783;"Unf";0;678;1461;"GasA";"Ex";"Y";"SBrkr";1509;0;0;1509;1;0;2;0;3;1;"Gd";5;"Typ";1;"Fa";"Attchd";1988;"RFn";2;600;"TA";"TA";"Y";224;0;0;0;0;0;"NA";"NA";"NA";0;8;2008;"WD ";"Abnorml";175000
"1886";1886;534276180;20;"RL";74;7450;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"1Story";5;5;1956;1956;"Hip";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Rec";438;"LwQ";206;250;894;"GasA";"Gd";"Y";"SBrkr";1074;0;0;1074;0;0;1;0;2;1;"Gd";6;"Min1";1;"Gd";"Detchd";1966;"Unf";2;396;"TA";"TA";"Y";0;72;0;0;0;0;"NA";"GdWo";"NA";0;1;2007;"WD ";"Normal";124000
"2891";2891;914476500;90;"RL";82;11070;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Mitchel";"Norm";"Norm";"Duplex";"1Story";7;5;1988;1989;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";70;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;1907;1907;"GasA";"Gd";"Y";"SBrkr";1959;0;0;1959;0;0;3;0;5;2;"TA";9;"Typ";0;"NA";"2Types";1989;"Unf";3;766;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;7;2006;"WD ";"Family";171000
"1192";1192;534177180;60;"RL";90;10800;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NWAmes";"Norm";"Norm";"1Fam";"2Story";6;7;1974;1997;"Gable";"CompShg";"HdBoard";"HdBoard";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"ALQ";956;"Rec";182;384;1522;"GasA";"TA";"Y";"SBrkr";1548;1066;0;2614;0;0;2;1;4;1;"TA";9;"Typ";1;"TA";"Attchd";1974;"RFn";2;624;"TA";"TA";"Y";38;243;0;0;0;0;"NA";"NA";"NA";0;6;2008;"WD ";"Normal";240000
"657";657;535376060;60;"RL";60;10800;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"OldTown";"Norm";"Norm";"1Fam";"2Story";5;7;1939;2006;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"Gd";"BrkTil";"TA";"TA";"No";"Unf";0;"Unf";0;676;676;"GasA";"Ex";"Y";"SBrkr";676;676;0;1352;0;1;2;0;4;1;"Gd";7;"Typ";0;"NA";"Detchd";1939;"Unf";2;720;"TA";"TA";"Y";187;0;128;0;0;0;"NA";"NA";"NA";0;8;2009;"WD ";"Normal";149000
"749";749;903425245;70;"RL";60;11414;"Pave";"NA";"IR1";"Lvl";"AllPub";"Corner";"Gtl";"BrkSide";"RRAn";"Feedr";"1Fam";"2Story";7;8;1910;1993;"Gable";"CompShg";"HdBoard";"HdBoard";"None";0;"TA";"Gd";"BrkTil";"Gd";"TA";"No";"Unf";0;"Unf";0;728;728;"GasA";"TA";"N";"SBrkr";1136;883;0;2019;0;0;1;0;3;1;"Gd";8;"Typ";0;"NA";"Detchd";1997;"Unf";2;532;"TA";"TA";"Y";509;135;0;0;0;0;"NA";"GdPrv";"NA";0;10;2009;"WD ";"Normal";167500
"1933";1933;535302070;20;"RL";60;10950;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"1Story";6;6;1952;1952;"Hip";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"ALQ";441;"Unf";0;507;948;"GasA";"TA";"Y";"SBrkr";948;0;0;948;0;0;1;0;2;1;"TA";5;"Typ";0;"NA";"Detchd";1952;"Unf";2;410;"TA";"TA";"N";0;48;0;0;0;0;"NA";"NA";"NA";0;4;2007;"WD ";"Normal";125000
"40";40;528120090;20;"RL";94;12883;"Pave";"NA";"IR1";"Lvl";"AllPub";"Corner";"Gtl";"NridgHt";"Norm";"Norm";"1Fam";"1Story";8;5;2009;2010;"Gable";"CompShg";"VinylSd";"VinylSd";"Stone";256;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;1544;1544;"GasA";"Ex";"Y";"SBrkr";1544;0;0;1544;0;0;2;0;3;1;"Gd";7;"Typ";0;"NA";"Attchd";2009;"RFn";3;868;"TA";"TA";"Y";0;35;0;0;0;0;"NA";"NA";"NA";0;6;2010;"New";"Partial";290941
"366";366;527182110;120;"RL";NA;5814;"Pave";"NA";"IR1";"Lvl";"AllPub";"CulDSac";"Gtl";"StoneBr";"Norm";"Norm";"TwnhsE";"1Story";8;5;1984;1984;"Gable";"CompShg";"HdBoard";"HdBoard";"None";0;"Gd";"TA";"CBlock";"Gd";"TA";"Av";"GLQ";1036;"Unf";0;184;1220;"GasA";"Gd";"Y";"SBrkr";1360;0;0;1360;1;0;1;0;1;1;"Gd";4;"Typ";1;"Ex";"Attchd";1984;"RFn";2;565;"TA";"TA";"Y";63;0;0;0;0;0;"NA";"NA";"NA";0;8;2009;"COD";"Abnorml";187500
"2259";2259;916326090;20;"RL";149;19958;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Timber";"Norm";"Norm";"1Fam";"1Story";6;8;1958;1995;"Hip";"CompShg";"HdBoard";"HdBoard";"BrkFace";1224;"TA";"Gd";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;585;585;"GasA";"Gd";"Y";"SBrkr";2279;0;0;2279;0;0;2;1;4;1;"Gd";7;"Typ";1;"Gd";"Attchd";1958;"RFn";2;461;"TA";"TA";"Y";274;0;0;0;138;0;"NA";"GdPrv";"NA";0;7;2007;"WD ";"Normal";257000
"1877";1877;534204120;20;"RL";79;10289;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"1Story";5;7;1965;1965;"Hip";"CompShg";"MetalSd";"MetalSd";"BrkFace";168;"TA";"TA";"CBlock";"TA";"TA";"No";"ALQ";836;"Unf";0;237;1073;"GasA";"TA";"Y";"SBrkr";1073;0;0;1073;1;0;1;1;3;1;"TA";6;"Typ";0;"NA";"Attchd";1965;"RFn";2;515;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;6;2007;"WD ";"Normal";156000
"580";580;534125080;60;"RL";78;11700;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NWAmes";"RRAn";"Norm";"1Fam";"2Story";6;6;1968;1968;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Rec";298;"Unf";0;429;727;"GasA";"Ex";"Y";"SBrkr";829;727;0;1556;0;0;1;1;4;1;"TA";8;"Typ";0;"NA";"Attchd";1968;"Unf";2;441;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;5;2009;"WD ";"Normal";154000
"2427";2427;528228550;120;"RL";43;3010;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Blmngtn";"Norm";"Norm";"TwnhsE";"1Story";7;5;2005;2006;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";14;"Gd";"TA";"PConc";"Gd";"TA";"Gd";"GLQ";16;"Unf";0;1126;1142;"GasA";"Ex";"Y";"SBrkr";1142;0;0;1142;0;0;2;0;2;1;"Gd";6;"Typ";0;"NA";"Attchd";2005;"Fin";2;440;"TA";"TA";"Y";90;0;0;0;0;0;"NA";"NA";"NA";0;6;2006;"New";"Partial";156820
"513";513;528441020;60;"RL";75;9675;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Somerst";"Norm";"Norm";"1Fam";"2Story";7;5;2005;2005;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"Mn";"GLQ";341;"Unf";0;772;1113;"GasA";"Ex";"Y";"SBrkr";1113;858;0;1971;0;0;2;1;3;1;"Gd";8;"Typ";1;"Gd";"Attchd";2005;"RFn";2;689;"TA";"TA";"Y";0;48;0;0;0;0;"NA";"NA";"NA";0;2;2009;"WD ";"Normal";253000
"927";927;909282130;20;"RL";70;9100;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Crawfor";"Feedr";"Norm";"1Fam";"1Story";5;6;1954;1954;"Gable";"CompShg";"BrkFace";"BrkFace";"None";0;"TA";"Gd";"BrkTil";"TA";"TA";"Mn";"Rec";154;"ALQ";694;264;1112;"GasA";"Ex";"Y";"SBrkr";1112;0;0;1112;1;0;1;0;2;1;"TA";6;"Typ";1;"Gd";"Attchd";1954;"Unf";1;390;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"MnPrv";"NA";0;10;2009;"WD ";"Family";144800
"618";618;534475250;20;"RL";90;9900;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Feedr";"Norm";"1Fam";"1Story";6;5;1967;1967;"Gable";"CompShg";"BrkComm";"Brk Cmn";"None";0;"Gd";"TA";"CBlock";"TA";"TA";"No";"Rec";1173;"Unf";0;507;1680;"GasA";"TA";"Y";"SBrkr";1691;0;0;1691;1;0;1;0;2;1;"TA";5;"Typ";0;"NA";"Attchd";1967;"Unf";2;550;"Gd";"TA";"Y";0;67;260;0;0;0;"NA";"MnPrv";"NA";0;4;2009;"WD ";"Normal";175000
"544";544;531379050;60;"RL";43;11492;"Pave";"NA";"IR1";"Lvl";"AllPub";"CulDSac";"Gtl";"SawyerW";"Norm";"Norm";"1Fam";"2Story";7;5;1996;1997;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";132;"Gd";"TA";"PConc";"Gd";"TA";"No";"GLQ";637;"Unf";0;276;913;"GasA";"Ex";"Y";"SBrkr";913;1209;0;2122;1;0;2;1;4;1;"Gd";8;"Typ";1;"TA";"Attchd";1997;"RFn";2;559;"TA";"TA";"Y";0;74;0;0;0;0;"NA";"NA";"NA";0;4;2009;"WD ";"Normal";220000
"1833";1833;533120030;60;"RL";NA;9572;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"NoRidge";"Norm";"Norm";"1Fam";"2Story";8;5;1990;1990;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"BrkFace";336;"Gd";"TA";"PConc";"Ex";"TA";"No";"GLQ";482;"Unf";0;971;1453;"GasA";"Ex";"Y";"SBrkr";1453;1357;0;2810;0;0;2;1;4;1;"Gd";9;"Typ";1;"Ex";"Attchd";1990;"RFn";2;750;"Gd";"Gd";"Y";500;0;0;0;0;0;"NA";"NA";"NA";0;6;2007;"WD ";"Normal";302000
"2138";2138;907200270;20;"RL";45;8982;"Pave";"NA";"IR1";"Lvl";"AllPub";"CulDSac";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"1Story";5;5;1977;1977;"Gable";"CompShg";"CemntBd";"CmentBd";"None";0;"TA";"TA";"CBlock";"Gd";"TA";"Av";"ALQ";539;"Unf";0;501;1040;"GasA";"TA";"Y";"SBrkr";1040;0;0;1040;0;0;1;1;3;1;"TA";5;"Typ";0;"NA";"Detchd";1977;"Unf";2;748;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"MnPrv";"NA";0;1;2007;"WD ";"Normal";134900
"995";995;527106140;60;"RL";59;9535;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"2Story";6;5;1998;1998;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"TA";"PConc";"Gd";"TA";"Gd";"GLQ";851;"Unf";0;75;926;"GasA";"Ex";"Y";"SBrkr";926;678;0;1604;0;0;2;1;3;1;"TA";7;"Typ";0;"NA";"Attchd";1998;"Fin";2;472;"TA";"TA";"Y";100;82;0;0;0;0;"NA";"NA";"NA";0;5;2008;"WD ";"Normal";195500
"1736";1736;528222030;20;"RL";73;8993;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"1Story";7;5;2007;2007;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"Av";"Unf";0;"Unf";0;1302;1302;"GasA";"Ex";"Y";"SBrkr";1302;0;0;1302;0;0;2;0;3;1;"Gd";6;"Typ";0;"NA";"Attchd";2007;"Fin";2;436;"TA";"TA";"Y";0;22;0;0;0;0;"NA";"NA";"NA";0;8;2007;"New";"Partial";176485
"743";743;903231060;30;"RM";51;6120;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"BrkSide";"Norm";"Norm";"1Fam";"1Story";2;3;1936;1950;"Gable";"CompShg";"AsbShng";"AsbShng";"None";0;"Fa";"Fa";"BrkTil";"TA";"Fa";"No";"Unf";0;"Unf";0;264;264;"Grav";"Fa";"N";"FuseA";800;0;0;800;0;0;1;0;1;1;"Fa";4;"Maj1";1;"Po";"NA";NA;"NA";0;0;"NA";"NA";"N";0;0;0;0;0;0;"NA";"NA";"NA";0;1;2009;"ConLw";"Normal";60000
"2115";2115;906403060;60;"RL";NA;8883;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"SawyerW";"Norm";"Norm";"1Fam";"2Story";7;5;1988;1988;"Gable";"CompShg";"HdBoard";"HdBoard";"BrkFace";360;"Gd";"TA";"PConc";"Gd";"TA";"No";"GLQ";608;"LwQ";321;0;929;"GasA";"Ex";"Y";"SBrkr";946;927;0;1873;1;0;2;1;3;1;"Gd";7;"Typ";1;"TA";"Attchd";1988;"RFn";2;619;"TA";"TA";"Y";108;48;0;0;144;0;"NA";"GdPrv";"NA";0;5;2007;"WD ";"Normal";207000
"178";178;902206040;50;"RM";50;5500;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"OldTown";"Norm";"Norm";"1Fam";"1.5Fin";5;7;1929;2001;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"TA";"BrkTil";"TA";"TA";"No";"LwQ";234;"ALQ";692;0;926;"GasA";"TA";"Y";"SBrkr";926;0;390;1316;1;0;1;0;3;1;"TA";6;"Typ";0;"NA";"Detchd";1974;"Unf";2;484;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;4;2010;"WD ";"Normal";130000
"2417";2417;528221100;60;"RL";105;15578;"Pave";"NA";"IR1";"Lvl";"AllPub";"Corner";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"2Story";6;5;2006;2006;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;728;728;"GasA";"Gd";"Y";"SBrkr";728;728;0;1456;0;0;2;1;3;1;"TA";8;"Typ";0;"NA";"Attchd";2006;"RFn";2;429;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;5;2006;"New";"Partial";172785
"68";68;528456160;20;"FV";92;9215;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Somerst";"Norm";"Norm";"1Fam";"1Story";7;5;2009;2010;"Hip";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;1218;1218;"GasA";"Ex";"Y";"SBrkr";1218;0;0;1218;0;0;2;0;2;1;"Gd";4;"Typ";0;"NA";"Attchd";2009;"RFn";2;676;"TA";"TA";"Y";0;136;0;0;0;0;"NA";"NA";"NA";0;4;2010;"New";"Partial";204500
